market_hash_name,base_name,wear,min_price,suggested_price,mean_price,quantity
M4A4 | Howl (Factory New),M4A4 | Howl,Factory New,6979.61,8513.21,8545.66,3
Souvenir Dual Berettas | Stained (Minimal Wear),Souvenir Dual Berettas | Stained,Minimal Wear,,58.48,,0
Souvenir Dual Berettas | Stained (Well-Worn),Souvenir Dual Berettas | Stained,Well-Worn,129.25,27.62,129.25,1
Souvenir Dual Berettas | Twin Turbo (Battle-Scarred),Souvenir Dual Berettas | Twin Turbo,Battle-Scarred,21.0,19.28,21.0,1
Souvenir Dual Berettas | Twin Turbo (Factory New),Souvenir Dual Berettas | Twin Turbo,Factory New,,175.22,,0
Souvenir Dual Berettas | Twin Turbo (Field-Tested),Souvenir Dual Berettas | Twin Turbo,Field-Tested,30.0,21.52,32.51,3
Souvenir Dual Berettas | Twin Turbo (Minimal Wear),Souvenir Dual Berettas | Twin Turbo,Minimal Wear,30.37,40.78,30.37,1
Souvenir Dual Berettas | Twin Turbo (Well-Worn),Souvenir Dual Berettas | Twin Turbo,Well-Worn,20.0,21.64,21.0,2
Souvenir FAMAS | 2A2F (Battle-Scarred),Souvenir FAMAS | 2A2F,Battle-Scarred,0.15,0.2,0.59,7
Souvenir FAMAS | 2A2F (Factory New),Souvenir FAMAS | 2A2F,Factory New,5.95,3.57,5.95,1
Souvenir FAMAS | 2A2F (Field-Tested),Souvenir FAMAS | 2A2F,Field-Tested,0.3,0.41,0.89,13
Souvenir FAMAS | 2A2F (Minimal Wear),Souvenir FAMAS | 2A2F,Minimal Wear,1.0,1.18,1.12,8
Souvenir FAMAS | 2A2F (Well-Worn),Souvenir FAMAS | 2A2F,Well-Worn,0.58,0.82,0.59,2
Souvenir FAMAS | CaliCamo (Battle-Scarred),Souvenir FAMAS | CaliCamo,Battle-Scarred,0.02,0.03,1.55,53
Souvenir FAMAS | CaliCamo (Factory New),Souvenir FAMAS | CaliCamo,Factory New,0.09,0.12,2.76,255
Souvenir FAMAS | CaliCamo (Field-Tested),Souvenir FAMAS | CaliCamo,Field-Tested,0.02,0.03,0.92,853
Souvenir FAMAS | CaliCamo (Minimal Wear),Souvenir FAMAS | CaliCamo,Minimal Wear,0.02,0.04,2.97,416
Souvenir FAMAS | CaliCamo (Well-Worn),Souvenir FAMAS | CaliCamo,Well-Worn,0.03,0.04,0.77,61
Souvenir FAMAS | Colony (Battle-Scarred),Souvenir FAMAS | Colony,Battle-Scarred,191.48,15.6,191.48,1
Souvenir FAMAS | Colony (Factory New),Souvenir FAMAS | Colony,Factory New,,1133.68,,0
Souvenir FAMAS | Colony (Field-Tested),Souvenir FAMAS | Colony,Field-Tested,22.26,13.31,186.98,3
Souvenir FAMAS | Colony (Minimal Wear),Souvenir FAMAS | Colony,Minimal Wear,,10.75,,0
Souvenir FAMAS | Colony (Well-Worn),Souvenir FAMAS | Colony,Well-Worn,,12.33,,0
Souvenir FAMAS | Cyanospatter (Battle-Scarred),Souvenir FAMAS | Cyanospatter,Battle-Scarred,,1481.23,,0
Souvenir FAMAS | Cyanospatter (Factory New),Souvenir FAMAS | Cyanospatter,Factory New,,1751.51,,0
Souvenir FAMAS | Cyanospatter (Field-Tested),Souvenir FAMAS | Cyanospatter,Field-Tested,,42.96,,0
Souvenir FAMAS | Cyanospatter (Minimal Wear),Souvenir FAMAS | Cyanospatter,Minimal Wear,,34.84,,0
Souvenir FAMAS | Cyanospatter (Well-Worn),Souvenir FAMAS | Cyanospatter,Well-Worn,,36.64,,0
Souvenir FAMAS | Dark Water (Field-Tested),Souvenir FAMAS | Dark Water,Field-Tested,0.42,0.5,3.98,36
Souvenir FAMAS | Dark Water (Minimal Wear),Souvenir FAMAS | Dark Water,Minimal Wear,1.67,1.19,7.76,42
Souvenir FAMAS | Faulty Wiring (Battle-Scarred),Souvenir FAMAS | Faulty Wiring,Battle-Scarred,0.17,0.12,1.29,24
Souvenir FAMAS | Faulty Wiring (Factory New),Souvenir FAMAS | Faulty Wiring,Factory New,0.27,0.28,2.43,295
Souvenir FAMAS | Faulty Wiring (Field-Tested),Souvenir FAMAS | Faulty Wiring,Field-Tested,0.04,0.05,0.9,279
Souvenir FAMAS | Faulty Wiring (Minimal Wear),Souvenir FAMAS | Faulty Wiring,Minimal Wear,0.08,0.11,2.0,127
Souvenir FAMAS | Faulty Wiring (Well-Worn),Souvenir FAMAS | Faulty Wiring,Well-Worn,0.24,0.2,0.62,3
Souvenir FAMAS | Styx (Battle-Scarred),Souvenir FAMAS | Styx,Battle-Scarred,,12.86,,0
Souvenir FAMAS | Styx (Factory New),Souvenir FAMAS | Styx,Factory New,88.88,83.34,94.17,4
Souvenir FAMAS | Styx (Field-Tested),Souvenir FAMAS | Styx,Field-Tested,16.84,16.04,23.83,8
Souvenir FAMAS | Styx (Minimal Wear),Souvenir FAMAS | Styx,Minimal Wear,37.58,31.36,50.21,12
Souvenir FAMAS | Styx (Well-Worn),Souvenir FAMAS | Styx,Well-Worn,,19.24,,0
Souvenir FAMAS | Teardown (Battle-Scarred),Souvenir FAMAS | Teardown,Battle-Scarred,,1205.05,,0
Souvenir FAMAS | Teardown (Factory New),Souvenir FAMAS | Teardown,Factory New,,493.69,,0
Souvenir FAMAS | Teardown (Field-Tested),Souvenir FAMAS | Teardown,Field-Tested,,47.55,,0
Souvenir FAMAS | Teardown (Minimal Wear),Souvenir FAMAS | Teardown,Minimal Wear,360.0,66.59,360.0,1
Souvenir FAMAS | Teardown (Well-Worn),Souvenir FAMAS | Teardown,Well-Worn,,53.22,,0
Souvenir FAMAS | Waters of Nephthys (Battle-Scarred),Souvenir FAMAS | Waters of Nephthys,Battle-Scarred,35.0,32.69,35.12,2
Souvenir FAMAS | Waters of Nephthys (Factory New),Souvenir FAMAS | Waters of Nephthys,Factory New,269.99,238.75,269.99,1
Souvenir FAMAS | Waters of Nephthys (Field-Tested),Souvenir FAMAS | Waters of Nephthys,Field-Tested,54.75,33.89,58.37,4
Souvenir FAMAS | Waters of Nephthys (Minimal Wear),Souvenir FAMAS | Waters of Nephthys,Minimal Wear,63.35,56.85,69.37,6
Souvenir FAMAS | Waters of Nephthys (Well-Worn),Souvenir FAMAS | Waters of Nephthys,Well-Worn,,34.09,,0
Souvenir Five-SeveN | Contractor (Battle-Scarred),Souvenir Five-SeveN | Contractor,Battle-Scarred,0.81,0.37,8.65,19
Souvenir Five-SeveN | Contractor (Factory New),Souvenir Five-SeveN | Contractor,Factory New,15.0,11.54,35.73,5
Souvenir Five-SeveN | Contractor (Field-Tested),Souvenir Five-SeveN | Contractor,Field-Tested,0.32,0.44,19.17,70
Souvenir Five-SeveN | Contractor (Minimal Wear),Souvenir Five-SeveN | Contractor,Minimal Wear,2.04,1.47,26.46,49
Souvenir Five-SeveN | Contractor (Well-Worn),Souvenir Five-SeveN | Contractor,Well-Worn,0.54,0.59,9.2,19
Souvenir Five-SeveN | Coolant (Battle-Scarred),Souvenir Five-SeveN | Coolant,Battle-Scarred,0.67,0.15,2.22,17
Souvenir Five-SeveN | Coolant (Factory New),Souvenir Five-SeveN | Coolant,Factory New,0.38,0.53,9.13,88
Souvenir Five-SeveN | Coolant (Field-Tested),Souvenir Five-SeveN | Coolant,Field-Tested,0.03,0.04,1.32,299
Souvenir Five-SeveN | Coolant (Minimal Wear),Souvenir Five-SeveN | Coolant,Minimal Wear,0.15,0.2,2.71,125
Souvenir Five-SeveN | Coolant (Well-Worn),Souvenir Five-SeveN | Coolant,Well-Worn,0.1,0.1,2.75,13
Souvenir Five-SeveN | Fall Hazard (Battle-Scarred),Souvenir Five-SeveN | Fall Hazard,Battle-Scarred,,49.54,,0
Souvenir Five-SeveN | Fall Hazard (Factory New),Souvenir Five-SeveN | Fall Hazard,Factory New,179.99,97.76,179.99,1
Souvenir Five-SeveN | Fall Hazard (Field-Tested),Souvenir Five-SeveN | Fall Hazard,Field-Tested,,50.21,,0
Souvenir Five-SeveN | Fall Hazard (Minimal Wear),Souvenir Five-SeveN | Fall Hazard,Minimal Wear,75.0,61.93,95.0,2
Souvenir Five-SeveN | Fall Hazard (Well-Worn),Souvenir Five-SeveN | Fall Hazard,Well-Worn,,47.02,,0
Souvenir Five-SeveN | Forest Night (Battle-Scarred),Souvenir Five-SeveN | Forest Night,Battle-Scarred,0.57,0.43,11.52,16
Souvenir Five-SeveN | Forest Night (Factory New),Souvenir Five-SeveN | Forest Night,Factory New,13.98,13.53,13.98,1
Souvenir Five-SeveN | Forest Night (Field-Tested),Souvenir Five-SeveN | Forest Night,Field-Tested,0.57,0.31,11.79,73
Souvenir Five-SeveN | Forest Night (Minimal Wear),Souvenir Five-SeveN | Forest Night,Minimal Wear,1.72,1.26,12.51,32
Souvenir Five-SeveN | Forest Night (Well-Worn),Souvenir Five-SeveN | Forest Night,Well-Worn,1.28,0.67,2.56,10
Souvenir Five-SeveN | Hot Shot (Battle-Scarred),Souvenir Five-SeveN | Hot Shot,Battle-Scarred,2.54,1.49,29.13,21
Souvenir Five-SeveN | Hot Shot (Factory New),Souvenir Five-SeveN | Hot Shot,Factory New,34.0,32.1,84.2,5
Souvenir Five-SeveN | Hot Shot (Field-Tested),Souvenir Five-SeveN | Hot Shot,Field-Tested,3.83,4.79,30.78,24
Souvenir Five-SeveN | Hot Shot (Minimal Wear),Souvenir Five-SeveN | Hot Shot,Minimal Wear,9.99,9.65,207.49,26
Souvenir Five-SeveN | Hot Shot (Well-Worn),Souvenir Five-SeveN | Hot Shot,Well-Worn,2.84,2.1,13.71,22
Souvenir Five-SeveN | Orange Peel (Battle-Scarred),Souvenir Five-SeveN | Orange Peel,Battle-Scarred,2.35,1.27,96.41,9
Souvenir Five-SeveN | Orange Peel (Factory New),Souvenir Five-SeveN | Orange Peel,Factory New,,36.45,,0
Souvenir Five-SeveN | Orange Peel (Field-Tested),Souvenir Five-SeveN | Orange Peel,Field-Tested,1.5,1.05,16.24,24
Souvenir Five-SeveN | Orange Peel (Minimal Wear),Souvenir Five-SeveN | Orange Peel,Minimal Wear,3.48,2.98,10.39,14
Souvenir Five-SeveN | Orange Peel (Well-Worn),Souvenir Five-SeveN | Orange Peel,Well-Worn,7.99,0.89,7.99,1
Souvenir Five-SeveN | Silver Quartz (Factory New),Souvenir Five-SeveN | Silver Quartz,Factory New,391.6,555.58,391.6,1
Souvenir Five-SeveN | Silver Quartz (Field-Tested),Souvenir Five-SeveN | Silver Quartz,Field-Tested,,84.4,,0
Souvenir Five-SeveN | Silver Quartz (Minimal Wear),Souvenir Five-SeveN | Silver Quartz,Minimal Wear,,504.14,,0
Souvenir Five-SeveN | Withered Vine (Battle-Scarred),Souvenir Five-SeveN | Withered Vine,Battle-Scarred,0.05,0.08,0.46,19
Souvenir Five-SeveN | Withered Vine (Factory New),Souvenir Five-SeveN | Withered Vine,Factory New,0.18,0.23,3.32,82
Souvenir Five-SeveN | Withered Vine (Field-Tested),Souvenir Five-SeveN | Withered Vine,Field-Tested,0.02,0.03,0.9,295
Souvenir Five-SeveN | Withered Vine (Minimal Wear),Souvenir Five-SeveN | Withered Vine,Minimal Wear,0.07,0.08,1.36,116
Souvenir Five-SeveN | Withered Vine (Well-Worn),Souvenir Five-SeveN | Withered Vine,Well-Worn,0.06,0.07,0.35,26
Souvenir G3SG1 | Ancient Ritual (Battle-Scarred),Souvenir G3SG1 | Ancient Ritual,Battle-Scarred,0.02,0.03,0.16,24
Souvenir G3SG1 | Ancient Ritual (Factory New),Souvenir G3SG1 | Ancient Ritual,Factory New,0.19,0.23,2.27,40
Souvenir G3SG1 | Ancient Ritual (Field-Tested),Souvenir G3SG1 | Ancient Ritual,Field-Tested,0.02,0.03,0.34,215
Souvenir G3SG1 | Ancient Ritual (Minimal Wear),Souvenir G3SG1 | Ancient Ritual,Minimal Wear,0.03,0.04,0.48,89
Souvenir G3SG1 | Ancient Ritual (Well-Worn),Souvenir G3SG1 | Ancient Ritual,Well-Worn,0.11,0.14,0.88,20
Souvenir G3SG1 | Desert Storm (Battle-Scarred),Souvenir G3SG1 | Desert Storm,Battle-Scarred,0.56,0.31,1.48,37
Souvenir G3SG1 | Desert Storm (Factory New),Souvenir G3SG1 | Desert Storm,Factory New,168.38,12.75,184.13,2
Souvenir G3SG1 | Desert Storm (Field-Tested),Souvenir G3SG1 | Desert Storm,Field-Tested,0.34,0.14,3.39,72
Souvenir G3SG1 | Desert Storm (Minimal Wear),Souvenir G3SG1 | Desert Storm,Minimal Wear,0.86,0.4,10.51,36
Souvenir G3SG1 | Desert Storm (Well-Worn),Souvenir G3SG1 | Desert Storm,Well-Worn,0.59,0.25,4.28,12
Souvenir G3SG1 | Jungle Dashed (Battle-Scarred),Souvenir G3SG1 | Jungle Dashed,Battle-Scarred,49.42,9.12,49.42,1
Souvenir G3SG1 | Jungle Dashed (Factory New),Souvenir G3SG1 | Jungle Dashed,Factory New,,436.19,,0
Souvenir G3SG1 | Jungle Dashed (Field-Tested),Souvenir G3SG1 | Jungle Dashed,Field-Tested,29.9,9.83,30.19,2
Souvenir G3SG1 | Jungle Dashed (Minimal Wear),Souvenir G3SG1 | Jungle Dashed,Minimal Wear,,11.03,,0
Souvenir G3SG1 | Jungle Dashed (Well-Worn),Souvenir G3SG1 | Jungle Dashed,Well-Worn,279.0,9.15,279.0,1
Souvenir G3SG1 | New Roots (Battle-Scarred),Souvenir G3SG1 | New Roots,Battle-Scarred,,0.1,,0
Souvenir G3SG1 | New Roots (Factory New),Souvenir G3SG1 | New Roots,Factory New,0.16,0.22,3.12,20
Souvenir G3SG1 | New Roots (Field-Tested),Souvenir G3SG1 | New Roots,Field-Tested,0.04,0.05,0.47,37
Souvenir G3SG1 | New Roots (Minimal Wear),Souvenir G3SG1 | New Roots,Minimal Wear,0.06,0.08,0.07,8
Souvenir G3SG1 | New Roots (Well-Worn),Souvenir G3SG1 | New Roots,Well-Worn,,0.21,,0
Souvenir G3SG1 | Polar Camo (Battle-Scarred),Souvenir G3SG1 | Polar Camo,Battle-Scarred,0.42,0.25,1.55,17
Souvenir G3SG1 | Polar Camo (Factory New),Souvenir G3SG1 | Polar Camo,Factory New,15.84,18.04,15.84,1
Souvenir G3SG1 | Polar Camo (Field-Tested),Souvenir G3SG1 | Polar Camo,Field-Tested,0.32,0.3,9.11,29
Souvenir G3SG1 | Polar Camo (Minimal Wear),Souvenir G3SG1 | Polar Camo,Minimal Wear,1.51,1.38,26.01,37
Souvenir G3SG1 | Polar Camo (Well-Worn),Souvenir G3SG1 | Polar Camo,Well-Worn,1.46,0.52,3.1,8
Souvenir G3SG1 | Safari Mesh (Battle-Scarred),Souvenir G3SG1 | Safari Mesh,Battle-Scarred,0.53,0.23,19.48,15
Souvenir G3SG1 | Safari Mesh (Factory New),Souvenir G3SG1 | Safari Mesh,Factory New,23.59,6.32,23.59,2
Souvenir G3SG1 | Safari Mesh (Field-Tested),Souvenir G3SG1 | Safari Mesh,Field-Tested,0.17,0.17,4.81,104
Souvenir G3SG1 | Safari Mesh (Minimal Wear),Souvenir G3SG1 | Safari Mesh,Minimal Wear,0.76,0.37,12.63,37
Souvenir G3SG1 | Safari Mesh (Well-Worn),Souvenir G3SG1 | Safari Mesh,Well-Worn,0.17,0.21,8.32,20
Souvenir G3SG1 | VariCamo (Battle-Scarred),Souvenir G3SG1 | VariCamo,Battle-Scarred,,13.34,,0
Souvenir G3SG1 | VariCamo (Factory New),Souvenir G3SG1 | VariCamo,Factory New,,39.75,,0
Souvenir G3SG1 | VariCamo (Field-Tested),Souvenir G3SG1 | VariCamo,Field-Tested,,31.99,,0
Souvenir G3SG1 | VariCamo (Minimal Wear),Souvenir G3SG1 | VariCamo,Minimal Wear,,52.25,,0
Souvenir G3SG1 | VariCamo (Well-Worn),Souvenir G3SG1 | VariCamo,Well-Worn,,45.04,,0
Souvenir Galil AR | Amber Fade (Factory New),Souvenir Galil AR | Amber Fade,Factory New,2.9,2.81,13.19,32
Souvenir Galil AR | Amber Fade (Field-Tested),Souvenir Galil AR | Amber Fade,Field-Tested,0.84,1.09,7.88,49
Souvenir Galil AR | Amber Fade (Minimal Wear),Souvenir Galil AR | Amber Fade,Minimal Wear,1.49,1.45,26.19,44
Souvenir Galil AR | Amber Fade (Well-Worn),Souvenir Galil AR | Amber Fade,Well-Worn,7.15,1.92,8.16,2
Souvenir Galil AR | CAUTION! (Battle-Scarred),Souvenir Galil AR | CAUTION!,Battle-Scarred,,17.92,,0
Souvenir Galil AR | CAUTION! (Factory New),Souvenir Galil AR | CAUTION!,Factory New,97.32,48.72,104.22,2
Souvenir Galil AR | CAUTION! (Field-Tested),Souvenir Galil AR | CAUTION!,Field-Tested,17.47,17.96,43.8,11
Souvenir Galil AR | CAUTION! (Minimal Wear),Souvenir Galil AR | CAUTION!,Minimal Wear,40.8,33.61,62.9,2
Souvenir Galil AR | CAUTION! (Well-Worn),Souvenir Galil AR | CAUTION!,Well-Worn,,19.45,,0
Souvenir Galil AR | Cerberus (Battle-Scarred),Souvenir Galil AR | Cerberus,Battle-Scarred,38.51,40.54,42.8,3
Souvenir Galil AR | Cerberus (Factory New),Souvenir Galil AR | Cerberus,Factory New,,636.93,,0
Souvenir Galil AR | Cerberus (Field-Tested),Souvenir Galil AR | Cerberus,Field-Tested,42.0,47.45,97.65,11
Souvenir Galil AR | Cerberus (Minimal Wear),Souvenir Galil AR | Cerberus,Minimal Wear,105.0,118.16,134.68,6
Souvenir Galil AR | Cerberus (Well-Worn),Souvenir Galil AR | Cerberus,Well-Worn,49.0,38.73,197.99,3
Souvenir Galil AR | Cold Fusion (Battle-Scarred),Souvenir Galil AR | Cold Fusion,Battle-Scarred,0.52,0.42,1.72,11
Souvenir Galil AR | Cold Fusion (Factory New),Souvenir Galil AR | Cold Fusion,Factory New,4.25,4.14,16.09,8
Souvenir Galil AR | Cold Fusion (Field-Tested),Souvenir Galil AR | Cold Fusion,Field-Tested,0.47,0.48,5.84,75
Souvenir Galil AR | Cold Fusion (Minimal Wear),Souvenir Galil AR | Cold Fusion,Minimal Wear,0.96,1.31,7.62,71
Souvenir Galil AR | Cold Fusion (Well-Worn),Souvenir Galil AR | Cold Fusion,Well-Worn,1.7,1.11,1.97,2
Souvenir Galil AR | Dusk Ruins (Battle-Scarred),Souvenir Galil AR | Dusk Ruins,Battle-Scarred,6.6,2.89,43.35,9
Souvenir Galil AR | Dusk Ruins (Factory New),Souvenir Galil AR | Dusk Ruins,Factory New,9.59,8.64,24.44,20
Souvenir Galil AR | Dusk Ruins (Field-Tested),Souvenir Galil AR | Dusk Ruins,Field-Tested,2.74,3.04,7.49,34
Souvenir Galil AR | Dusk Ruins (Minimal Wear),Souvenir Galil AR | Dusk Ruins,Minimal Wear,5.85,5.03,8.92,39
Souvenir Galil AR | Dusk Ruins (Well-Worn),Souvenir Galil AR | Dusk Ruins,Well-Worn,5.74,4.37,10.07,4
Souvenir Galil AR | Green Apple (Factory New),Souvenir Galil AR | Green Apple,Factory New,0.69,0.87,1.86,24
Souvenir Galil AR | Green Apple (Field-Tested),Souvenir Galil AR | Green Apple,Field-Tested,1.87,0.35,1.87,12
Souvenir Galil AR | Green Apple (Minimal Wear),Souvenir Galil AR | Green Apple,Minimal Wear,0.2,0.39,0.33,35
Souvenir Galil AR | Hunting Blind (Battle-Scarred),Souvenir Galil AR | Hunting Blind,Battle-Scarred,2.49,1.06,13.51,18
Souvenir Galil AR | Hunting Blind (Factory New),Souvenir Galil AR | Hunting Blind,Factory New,4.29,3.48,37.39,35
Souvenir Galil AR | Hunting Blind (Field-Tested),Souvenir Galil AR | Hunting Blind,Field-Tested,0.76,0.76,16.96,71
Souvenir Galil AR | Hunting Blind (Minimal Wear),Souvenir Galil AR | Hunting Blind,Minimal Wear,2.25,1.62,15.33,48
Souvenir Galil AR | Hunting Blind (Well-Worn),Souvenir Galil AR | Hunting Blind,Well-Worn,2.98,1.77,17.66,4
Souvenir Galil AR | Sage Spray (Battle-Scarred),Souvenir Galil AR | Sage Spray,Battle-Scarred,,8.64,,0
Souvenir Galil AR | Sage Spray (Factory New),Souvenir Galil AR | Sage Spray,Factory New,,583.84,,0
Souvenir Galil AR | Sage Spray (Field-Tested),Souvenir Galil AR | Sage Spray,Field-Tested,58.72,22.03,77.89,3
Souvenir Galil AR | Sage Spray (Minimal Wear),Souvenir Galil AR | Sage Spray,Minimal Wear,,16.9,,0
Souvenir Galil AR | Sage Spray (Well-Worn),Souvenir Galil AR | Sage Spray,Well-Worn,75.68,12.86,75.68,1
Souvenir Galil AR | VariCamo (Battle-Scarred),Souvenir Galil AR | VariCamo,Battle-Scarred,,39.24,,0
Souvenir Galil AR | VariCamo (Factory New),Souvenir Galil AR | VariCamo,Factory New,,454.31,,0
Souvenir Galil AR | VariCamo (Field-Tested),Souvenir Galil AR | VariCamo,Field-Tested,,32.14,,0
Souvenir Galil AR | VariCamo (Minimal Wear),Souvenir Galil AR | VariCamo,Minimal Wear,,52.82,,0
Souvenir Galil AR | VariCamo (Well-Worn),Souvenir Galil AR | VariCamo,Well-Worn,,2148.71,,0
Souvenir Glock-18 | Candy Apple (Factory New),Souvenir Glock-18 | Candy Apple,Factory New,,541.59,,0
Souvenir Glock-18 | Candy Apple (Field-Tested),Souvenir Glock-18 | Candy Apple,Field-Tested,,387.39,,0
Souvenir Glock-18 | Candy Apple (Minimal Wear),Souvenir Glock-18 | Candy Apple,Minimal Wear,,234.0,,0
Souvenir Glock-18 | Green Line (Battle-Scarred),Souvenir Glock-18 | Green Line,Battle-Scarred,0.38,0.41,0.38,1
Souvenir Glock-18 | Green Line (Factory New),Souvenir Glock-18 | Green Line,Factory New,9.99,6.86,9.99,1
Souvenir Glock-18 | Green Line (Field-Tested),Souvenir Glock-18 | Green Line,Field-Tested,1.09,0.6,1.46,10
Souvenir Glock-18 | Green Line (Minimal Wear),Souvenir Glock-18 | Green Line,Minimal Wear,3.49,1.38,4.0,3
Souvenir Glock-18 | Green Line (Well-Worn),Souvenir Glock-18 | Green Line,Well-Worn,,0.43,,0
Souvenir Glock-18 | Groundwater (Battle-Scarred),Souvenir Glock-18 | Groundwater,Battle-Scarred,4.61,3.28,7.41,4
Souvenir Glock-18 | Groundwater (Factory New),Souvenir Glock-18 | Groundwater,Factory New,,111.13,,0
Souvenir Glock-18 | Groundwater (Field-Tested),Souvenir Glock-18 | Groundwater,Field-Tested,4.37,5.21,22.33,36
Souvenir Glock-18 | Groundwater (Minimal Wear),Souvenir Glock-18 | Groundwater,Minimal Wear,19.99,16.22,46.52,6
Souvenir Glock-18 | Groundwater (Well-Worn),Souvenir Glock-18 | Groundwater,Well-Worn,6.32,4.46,11.45,6
Souvenir Glock-18 | High Beam (Factory New),Souvenir Glock-18 | High Beam,Factory New,1.3,1.33,11.31,195
Souvenir Glock-18 | High Beam (Minimal Wear),Souvenir Glock-18 | High Beam,Minimal Wear,3.98,3.35,40.37,9
Souvenir Glock-18 | Night (Battle-Scarred),Souvenir Glock-18 | Night,Battle-Scarred,0.27,0.35,12.01,32
Souvenir Glock-18 | Night (Factory New),Souvenir Glock-18 | Night,Factory New,41.67,23.77,99.87,13
Souvenir Glock-18 | Night (Field-Tested),Souvenir Glock-18 | Night,Field-Tested,0.29,0.4,14.16,89
Souvenir Glock-18 | Night (Minimal Wear),Souvenir Glock-18 | Night,Minimal Wear,1.86,2.04,13.55,49
Souvenir Glock-18 | Night (Well-Worn),Souvenir Glock-18 | Night,Well-Worn,0.39,0.51,2.38,28
Souvenir Glock-18 | Nuclear Garden (Battle-Scarred),Souvenir Glock-18 | Nuclear Garden,Battle-Scarred,,15.8,,0
Souvenir Glock-18 | Nuclear Garden (Factory New),Souvenir Glock-18 | Nuclear Garden,Factory New,71.22,54.53,71.92,2
Souvenir Glock-18 | Nuclear Garden (Field-Tested),Souvenir Glock-18 | Nuclear Garden,Field-Tested,16.5,16.77,29.42,4
Souvenir Glock-18 | Nuclear Garden (Minimal Wear),Souvenir Glock-18 | Nuclear Garden,Minimal Wear,23.41,22.3,43.66,9
Souvenir Glock-18 | Nuclear Garden (Well-Worn),Souvenir Glock-18 | Nuclear Garden,Well-Worn,,28.23,,0
Souvenir Glock-18 | Pink DDPAT (Battle-Scarred),Souvenir Glock-18 | Pink DDPAT,Battle-Scarred,2.74,1.83,5.32,22
Souvenir Glock-18 | Pink DDPAT (Factory New),Souvenir Glock-18 | Pink DDPAT,Factory New,40.03,49.99,178.4,3
Souvenir Glock-18 | Pink DDPAT (Field-Tested),Souvenir Glock-18 | Pink DDPAT,Field-Tested,2.48,2.15,14.95,57
Souvenir Glock-18 | Pink DDPAT (Minimal Wear),Souvenir Glock-18 | Pink DDPAT,Minimal Wear,6.06,7.35,19.38,34
Souvenir Glock-18 | Pink DDPAT (Well-Worn),Souvenir Glock-18 | Pink DDPAT,Well-Worn,3.34,2.06,3.53,10
Souvenir Glock-18 | Ramese's Reach (Battle-Scarred),Souvenir Glock-18 | Ramese's Reach,Battle-Scarred,17.57,10.08,20.33,4
Souvenir Glock-18 | Ramese's Reach (Factory New),Souvenir Glock-18 | Ramese's Reach,Factory New,,90.26,,0
Souvenir Glock-18 | Ramese's Reach (Field-Tested),Souvenir Glock-18 | Ramese's Reach,Field-Tested,8.67,10.83,13.38,5
Souvenir Glock-18 | Ramese's Reach (Minimal Wear),Souvenir Glock-18 | Ramese's Reach,Minimal Wear,22.99,21.58,44.49,8
Souvenir Glock-18 | Ramese's Reach (Well-Worn),Souvenir Glock-18 | Ramese's Reach,Well-Worn,9.75,10.5,13.95,2
Souvenir Glock-18 | Reactor (Battle-Scarred),Souvenir Glock-18 | Reactor,Battle-Scarred,20.0,12.24,40.55,6
Souvenir Glock-18 | Reactor (Factory New),Souvenir Glock-18 | Reactor,Factory New,163.11,98.51,176.55,2
Souvenir Glock-18 | Reactor (Field-Tested),Souvenir Glock-18 | Reactor,Field-Tested,18.93,17.92,47.09,13
Souvenir Glock-18 | Reactor (Minimal Wear),Souvenir Glock-18 | Reactor,Minimal Wear,33.24,26.62,95.04,14
Souvenir Glock-18 | Reactor (Well-Worn),Souvenir Glock-18 | Reactor,Well-Worn,11.97,13.04,82.63,6
Souvenir Glock-18 | Red Tire (Battle-Scarred),Souvenir Glock-18 | Red Tire,Battle-Scarred,0.33,0.45,2.93,13
Souvenir Glock-18 | Red Tire (Factory New),Souvenir Glock-18 | Red Tire,Factory New,1.94,1.54,8.85,69
Souvenir Glock-18 | Red Tire (Field-Tested),Souvenir Glock-18 | Red Tire,Field-Tested,0.3,0.35,5.29,64
Souvenir Glock-18 | Red Tire (Minimal Wear),Souvenir Glock-18 | Red Tire,Minimal Wear,0.6,0.61,8.79,48
Souvenir Glock-18 | Red Tire (Well-Worn),Souvenir Glock-18 | Red Tire,Well-Worn,0.89,0.85,1.33,8
Souvenir M249 | Contrast Spray (Battle-Scarred),Souvenir M249 | Contrast Spray,Battle-Scarred,0.02,0.03,0.75,106
Souvenir M249 | Contrast Spray (Factory New),Souvenir M249 | Contrast Spray,Factory New,0.98,0.86,21.38,6
Souvenir M249 | Contrast Spray (Field-Tested),Souvenir M249 | Contrast Spray,Field-Tested,0.02,0.03,0.57,462
Souvenir M249 | Contrast Spray (Minimal Wear),Souvenir M249 | Contrast Spray,Minimal Wear,0.02,0.03,1.37,126
Souvenir M249 | Contrast Spray (Well-Worn),Souvenir M249 | Contrast Spray,Well-Worn,0.02,0.03,0.7,100
